study,split,prefix,yyyymmdd,HHMM,datetime,count,filename,path_img,path_txt
study2,train,t1,20221109,2217,2022-11-09 22:17:00,7,t1-20221109-2217_jpg.rf.bdc85153153cfb098670c37bd078e663,train/images/t1-20221109-2217_jpg.rf.bdc85153153cfb098670c37bd078e663.jpg,train/labels/t1-20221109-2217_jpg.rf.bdc85153153cfb098670c37bd078e663.txt
study2,train,t1,20221109,2247,2022-11-09 22:47:00,8,t1-20221109-2247_jpg.rf.f04632a2a295794bd6ebed2801f61d50,train/images/t1-20221109-2247_jpg.rf.f04632a2a295794bd6ebed2801f61d50.jpg,train/labels/t1-20221109-2247_jpg.rf.f04632a2a295794bd6ebed2801f61d50.txt
study2,train,t1,20221109,2317,2022-11-09 23:17:00,9,t1-20221109-2317_jpg.rf.5df8d7ec082aa7c044e11d7dfcd78daa,train/images/t1-20221109-2317_jpg.rf.5df8d7ec082aa7c044e11d7dfcd78daa.jpg,train/labels/t1-20221109-2317_jpg.rf.5df8d7ec082aa7c044e11d7dfcd78daa.txt
study2,train,t1,20221109,2347,2022-11-09 23:47:00,9,t1-20221109-2347_jpg.rf.0ed52b96150548c13c14d72e9c99fe7f,train/images/t1-20221109-2347_jpg.rf.0ed52b96150548c13c14d72e9c99fe7f.jpg,train/labels/t1-20221109-2347_jpg.rf.0ed52b96150548c13c14d72e9c99fe7f.txt
study2,train,t1,20221110,0017,2022-11-10 00:17:00,10,t1-20221110-0017_jpg.rf.7085a893c9625ff642177ff9c21830e1,train/images/t1-20221110-0017_jpg.rf.7085a893c9625ff642177ff9c21830e1.jpg,train/labels/t1-20221110-0017_jpg.rf.7085a893c9625ff642177ff9c21830e1.txt
study2,train,t1,20221110,0047,2022-11-10 00:47:00,5,t1-20221110-0047_jpg.rf.81538c99864e9c3c314e97e3e80074b3,train/images/t1-20221110-0047_jpg.rf.81538c99864e9c3c314e97e3e80074b3.jpg,train/labels/t1-20221110-0047_jpg.rf.81538c99864e9c3c314e97e3e80074b3.txt
study2,train,t1,20221110,0117,2022-11-10 01:17:00,8,t1-20221110-0117_jpg.rf.96272e17ad647283276294bb1d9b4b79,train/images/t1-20221110-0117_jpg.rf.96272e17ad647283276294bb1d9b4b79.jpg,train/labels/t1-20221110-0117_jpg.rf.96272e17ad647283276294bb1d9b4b79.txt
study2,train,t1,20221110,0147,2022-11-10 01:47:00,8,t1-20221110-0147_jpg.rf.3e5dab997e0cd21c4a7f245b75668dca,train/images/t1-20221110-0147_jpg.rf.3e5dab997e0cd21c4a7f245b75668dca.jpg,train/labels/t1-20221110-0147_jpg.rf.3e5dab997e0cd21c4a7f245b75668dca.txt
study2,train,t1,20221110,0217,2022-11-10 02:17:00,4,t1-20221110-0217_jpg.rf.af04a380471e87202df68c39d154262f,train/images/t1-20221110-0217_jpg.rf.af04a380471e87202df68c39d154262f.jpg,train/labels/t1-20221110-0217_jpg.rf.af04a380471e87202df68c39d154262f.txt
study2,train,t1,20221110,0247,2022-11-10 02:47:00,8,t1-20221110-0247_jpg.rf.06dc4f8a009a4c77fcab61821183e706,train/images/t1-20221110-0247_jpg.rf.06dc4f8a009a4c77fcab61821183e706.jpg,train/labels/t1-20221110-0247_jpg.rf.06dc4f8a009a4c77fcab61821183e706.txt
study2,train,t1,20221110,0317,2022-11-10 03:17:00,6,t1-20221110-0317_jpg.rf.c484ae0ee03916391df5890163bee379,train/images/t1-20221110-0317_jpg.rf.c484ae0ee03916391df5890163bee379.jpg,train/labels/t1-20221110-0317_jpg.rf.c484ae0ee03916391df5890163bee379.txt
study2,train,t1,20221110,0347,2022-11-10 03:47:00,10,t1-20221110-0347_jpg.rf.3156d9fb5956e48971d4e33b72569cde,train/images/t1-20221110-0347_jpg.rf.3156d9fb5956e48971d4e33b72569cde.jpg,train/labels/t1-20221110-0347_jpg.rf.3156d9fb5956e48971d4e33b72569cde.txt
study2,train,t1,20221110,0417,2022-11-10 04:17:00,6,t1-20221110-0417_jpg.rf.0d954b8d382a318e2c7a7468d187fb5f,train/images/t1-20221110-0417_jpg.rf.0d954b8d382a318e2c7a7468d187fb5f.jpg,train/labels/t1-20221110-0417_jpg.rf.0d954b8d382a318e2c7a7468d187fb5f.txt
study2,train,t1,20221110,0447,2022-11-10 04:47:00,5,t1-20221110-0447_jpg.rf.04d7eab769fa53643bc6cb05ea6e0fea,train/images/t1-20221110-0447_jpg.rf.04d7eab769fa53643bc6cb05ea6e0fea.jpg,train/labels/t1-20221110-0447_jpg.rf.04d7eab769fa53643bc6cb05ea6e0fea.txt
study2,train,t1,20221110,0517,2022-11-10 05:17:00,5,t1-20221110-0517_jpg.rf.d234d62864f8181297bd85c260e491b4,train/images/t1-20221110-0517_jpg.rf.d234d62864f8181297bd85c260e491b4.jpg,train/labels/t1-20221110-0517_jpg.rf.d234d62864f8181297bd85c260e491b4.txt
study2,train,t1,20221110,0547,2022-11-10 05:47:00,10,t1-20221110-0547_jpg.rf.bde1d5da5b94475b1daf384453d1f980,train/images/t1-20221110-0547_jpg.rf.bde1d5da5b94475b1daf384453d1f980.jpg,train/labels/t1-20221110-0547_jpg.rf.bde1d5da5b94475b1daf384453d1f980.txt
study2,train,t1,20221110,0617,2022-11-10 06:17:00,6,t1-20221110-0617_jpg.rf.8006727c4fce0a0734c9c4dfcac02af6,train/images/t1-20221110-0617_jpg.rf.8006727c4fce0a0734c9c4dfcac02af6.jpg,train/labels/t1-20221110-0617_jpg.rf.8006727c4fce0a0734c9c4dfcac02af6.txt
study2,train,t1,20221110,0647,2022-11-10 06:47:00,9,t1-20221110-0647_jpg.rf.d1dede1959c86cdae618721f670d0456,train/images/t1-20221110-0647_jpg.rf.d1dede1959c86cdae618721f670d0456.jpg,train/labels/t1-20221110-0647_jpg.rf.d1dede1959c86cdae618721f670d0456.txt
study2,train,t1,20221110,0747,2022-11-10 07:47:00,7,t1-20221110-0747_jpg.rf.4adda5e7b6179788fda38e0befca2cfd,train/images/t1-20221110-0747_jpg.rf.4adda5e7b6179788fda38e0befca2cfd.jpg,train/labels/t1-20221110-0747_jpg.rf.4adda5e7b6179788fda38e0befca2cfd.txt
study2,train,t1,20221110,0817,2022-11-10 08:17:00,8,t1-20221110-0817_jpg.rf.80c18d45922e0058e7408b9772a5bf40,train/images/t1-20221110-0817_jpg.rf.80c18d45922e0058e7408b9772a5bf40.jpg,train/labels/t1-20221110-0817_jpg.rf.80c18d45922e0058e7408b9772a5bf40.txt
study2,train,t1,20221110,0847,2022-11-10 08:47:00,8,t1-20221110-0847_jpg.rf.39025497beb416e883e9e1e7e8dd1b8c,train/images/t1-20221110-0847_jpg.rf.39025497beb416e883e9e1e7e8dd1b8c.jpg,train/labels/t1-20221110-0847_jpg.rf.39025497beb416e883e9e1e7e8dd1b8c.txt
study2,train,t1,20221110,0917,2022-11-10 09:17:00,10,t1-20221110-0917_jpg.rf.8aa24b74378a359d8c883526240f6654,train/images/t1-20221110-0917_jpg.rf.8aa24b74378a359d8c883526240f6654.jpg,train/labels/t1-20221110-0917_jpg.rf.8aa24b74378a359d8c883526240f6654.txt
study2,train,t1,20221110,0947,2022-11-10 09:47:00,9,t1-20221110-0947_jpg.rf.111315d4e6864f3f74e7a4119f1e4b2d,train/images/t1-20221110-0947_jpg.rf.111315d4e6864f3f74e7a4119f1e4b2d.jpg,train/labels/t1-20221110-0947_jpg.rf.111315d4e6864f3f74e7a4119f1e4b2d.txt
study2,train,t1,20221110,1017,2022-11-10 10:17:00,9,t1-20221110-1017_jpg.rf.0b3b5ac80564cb99fe4998da090f9143,train/images/t1-20221110-1017_jpg.rf.0b3b5ac80564cb99fe4998da090f9143.jpg,train/labels/t1-20221110-1017_jpg.rf.0b3b5ac80564cb99fe4998da090f9143.txt
study2,train,t1,20221110,1047,2022-11-10 10:47:00,7,t1-20221110-1047_jpg.rf.f5baa6fd283663d9000bbc24dddeaa38,train/images/t1-20221110-1047_jpg.rf.f5baa6fd283663d9000bbc24dddeaa38.jpg,train/labels/t1-20221110-1047_jpg.rf.f5baa6fd283663d9000bbc24dddeaa38.txt
study2,train,t1,20221110,1117,2022-11-10 11:17:00,9,t1-20221110-1117_jpg.rf.251fe8639cd015b58c1dd66a08eb09fc,train/images/t1-20221110-1117_jpg.rf.251fe8639cd015b58c1dd66a08eb09fc.jpg,train/labels/t1-20221110-1117_jpg.rf.251fe8639cd015b58c1dd66a08eb09fc.txt
study2,train,t1,20221110,1147,2022-11-10 11:47:00,11,t1-20221110-1147_jpg.rf.45d409bbda855fefcb69f952da4af17f,train/images/t1-20221110-1147_jpg.rf.45d409bbda855fefcb69f952da4af17f.jpg,train/labels/t1-20221110-1147_jpg.rf.45d409bbda855fefcb69f952da4af17f.txt
study2,train,t1,20221110,1217,2022-11-10 12:17:00,10,t1-20221110-1217_jpg.rf.82e2899cf0527840894966c7e0d072cf,train/images/t1-20221110-1217_jpg.rf.82e2899cf0527840894966c7e0d072cf.jpg,train/labels/t1-20221110-1217_jpg.rf.82e2899cf0527840894966c7e0d072cf.txt
study2,train,t1,20221110,1247,2022-11-10 12:47:00,7,t1-20221110-1247_jpg.rf.d3b686bbb7084569dc9fd56bb64abfac,train/images/t1-20221110-1247_jpg.rf.d3b686bbb7084569dc9fd56bb64abfac.jpg,train/labels/t1-20221110-1247_jpg.rf.d3b686bbb7084569dc9fd56bb64abfac.txt
study2,train,t1,20221110,1317,2022-11-10 13:17:00,6,t1-20221110-1317_jpg.rf.aed146d16855c2bc7d0e39a98722ba70,train/images/t1-20221110-1317_jpg.rf.aed146d16855c2bc7d0e39a98722ba70.jpg,train/labels/t1-20221110-1317_jpg.rf.aed146d16855c2bc7d0e39a98722ba70.txt
study2,train,t1,20221110,1347,2022-11-10 13:47:00,6,t1-20221110-1347_jpg.rf.ccb37d40769b263d0e2e50df69ff7baa,train/images/t1-20221110-1347_jpg.rf.ccb37d40769b263d0e2e50df69ff7baa.jpg,train/labels/t1-20221110-1347_jpg.rf.ccb37d40769b263d0e2e50df69ff7baa.txt
study2,train,t1,20221112,1342,2022-11-12 13:42:00,11,t1-20221112-1342_jpg.rf.74093e4226982a05fcd06c50d0e6060b,train/images/t1-20221112-1342_jpg.rf.74093e4226982a05fcd06c50d0e6060b.jpg,train/labels/t1-20221112-1342_jpg.rf.74093e4226982a05fcd06c50d0e6060b.txt
study2,train,t1,20221112,1412,2022-11-12 14:12:00,10,t1-20221112-1412_jpg.rf.b968a210c73a274cc91a2695cf46f9a1,train/images/t1-20221112-1412_jpg.rf.b968a210c73a274cc91a2695cf46f9a1.jpg,train/labels/t1-20221112-1412_jpg.rf.b968a210c73a274cc91a2695cf46f9a1.txt
study2,train,t1,20221112,1442,2022-11-12 14:42:00,18,t1-20221112-1442_jpg.rf.286b1ca930cf8d05e77d6f3cfdb9964d,train/images/t1-20221112-1442_jpg.rf.286b1ca930cf8d05e77d6f3cfdb9964d.jpg,train/labels/t1-20221112-1442_jpg.rf.286b1ca930cf8d05e77d6f3cfdb9964d.txt
study2,train,t1,20221112,1512,2022-11-12 15:12:00,18,t1-20221112-1512_jpg.rf.f055606a2175d62bfe6629e5e903d5bb,train/images/t1-20221112-1512_jpg.rf.f055606a2175d62bfe6629e5e903d5bb.jpg,train/labels/t1-20221112-1512_jpg.rf.f055606a2175d62bfe6629e5e903d5bb.txt
study2,train,t1,20221112,1542,2022-11-12 15:42:00,13,t1-20221112-1542_jpg.rf.f46e1b8b873498a1bbb5ee10e48ad60c,train/images/t1-20221112-1542_jpg.rf.f46e1b8b873498a1bbb5ee10e48ad60c.jpg,train/labels/t1-20221112-1542_jpg.rf.f46e1b8b873498a1bbb5ee10e48ad60c.txt
study2,train,t1,20221112,1612,2022-11-12 16:12:00,14,t1-20221112-1612_jpg.rf.a1a8d7c5f46333af172ae49450c100c3,train/images/t1-20221112-1612_jpg.rf.a1a8d7c5f46333af172ae49450c100c3.jpg,train/labels/t1-20221112-1612_jpg.rf.a1a8d7c5f46333af172ae49450c100c3.txt
study2,train,t1,20221112,1642,2022-11-12 16:42:00,14,t1-20221112-1642_jpg.rf.aa2ccd6ade2c44e1bcd47d6a2bcde012,train/images/t1-20221112-1642_jpg.rf.aa2ccd6ade2c44e1bcd47d6a2bcde012.jpg,train/labels/t1-20221112-1642_jpg.rf.aa2ccd6ade2c44e1bcd47d6a2bcde012.txt
study2,train,t1,20221112,1712,2022-11-12 17:12:00,11,t1-20221112-1712_jpg.rf.19a6a29d6d05f02a433568b2aa583f68,train/images/t1-20221112-1712_jpg.rf.19a6a29d6d05f02a433568b2aa583f68.jpg,train/labels/t1-20221112-1712_jpg.rf.19a6a29d6d05f02a433568b2aa583f68.txt
study2,train,t1,20221112,1742,2022-11-12 17:42:00,13,t1-20221112-1742_jpg.rf.34aac8c61d91ab1bfb7b9e0be67ade1d,train/images/t1-20221112-1742_jpg.rf.34aac8c61d91ab1bfb7b9e0be67ade1d.jpg,train/labels/t1-20221112-1742_jpg.rf.34aac8c61d91ab1bfb7b9e0be67ade1d.txt
study2,train,t1,20221112,1812,2022-11-12 18:12:00,16,t1-20221112-1812_jpg.rf.369a28f573d1362b1b2107c14952d2ee,train/images/t1-20221112-1812_jpg.rf.369a28f573d1362b1b2107c14952d2ee.jpg,train/labels/t1-20221112-1812_jpg.rf.369a28f573d1362b1b2107c14952d2ee.txt
study2,train,t1,20221112,1842,2022-11-12 18:42:00,5,t1-20221112-1842_jpg.rf.610f25bd86a852c92249cc1831951538,train/images/t1-20221112-1842_jpg.rf.610f25bd86a852c92249cc1831951538.jpg,train/labels/t1-20221112-1842_jpg.rf.610f25bd86a852c92249cc1831951538.txt
study2,train,t1,20221112,1912,2022-11-12 19:12:00,9,t1-20221112-1912_jpg.rf.93c0e2a8d82684d902dfef3fda797701,train/images/t1-20221112-1912_jpg.rf.93c0e2a8d82684d902dfef3fda797701.jpg,train/labels/t1-20221112-1912_jpg.rf.93c0e2a8d82684d902dfef3fda797701.txt
study2,train,t1,20221112,1942,2022-11-12 19:42:00,7,t1-20221112-1942_jpg.rf.294d55c2f5eec94e38f2035b0d4d5267,train/images/t1-20221112-1942_jpg.rf.294d55c2f5eec94e38f2035b0d4d5267.jpg,train/labels/t1-20221112-1942_jpg.rf.294d55c2f5eec94e38f2035b0d4d5267.txt
study2,train,t1,20221112,2012,2022-11-12 20:12:00,7,t1-20221112-2012_jpg.rf.dba27dfca72abacd0e517d19ee40bd55,train/images/t1-20221112-2012_jpg.rf.dba27dfca72abacd0e517d19ee40bd55.jpg,train/labels/t1-20221112-2012_jpg.rf.dba27dfca72abacd0e517d19ee40bd55.txt
study2,train,t1,20221112,2042,2022-11-12 20:42:00,7,t1-20221112-2042_jpg.rf.01a9aa561c5998e3d92787e30dba9a0a,train/images/t1-20221112-2042_jpg.rf.01a9aa561c5998e3d92787e30dba9a0a.jpg,train/labels/t1-20221112-2042_jpg.rf.01a9aa561c5998e3d92787e30dba9a0a.txt
study2,train,t1,20221112,2111,2022-11-12 21:11:00,12,t1-20221112-2111_jpg.rf.b92a6c5d5d09dc5c72c2fae068227924,train/images/t1-20221112-2111_jpg.rf.b92a6c5d5d09dc5c72c2fae068227924.jpg,train/labels/t1-20221112-2111_jpg.rf.b92a6c5d5d09dc5c72c2fae068227924.txt
study2,train,t1,20221112,2141,2022-11-12 21:41:00,6,t1-20221112-2141_jpg.rf.d3329e21155ca5366e21f83350905c28,train/images/t1-20221112-2141_jpg.rf.d3329e21155ca5366e21f83350905c28.jpg,train/labels/t1-20221112-2141_jpg.rf.d3329e21155ca5366e21f83350905c28.txt
study2,train,t1,20221112,2211,2022-11-12 22:11:00,7,t1-20221112-2211_jpg.rf.0c05def70a116bf637bdd993455d4fb8,train/images/t1-20221112-2211_jpg.rf.0c05def70a116bf637bdd993455d4fb8.jpg,train/labels/t1-20221112-2211_jpg.rf.0c05def70a116bf637bdd993455d4fb8.txt
study2,train,t1,20221112,2241,2022-11-12 22:41:00,4,t1-20221112-2241_jpg.rf.e59b0c552323ecbcfe9de08ec96da4ce,train/images/t1-20221112-2241_jpg.rf.e59b0c552323ecbcfe9de08ec96da4ce.jpg,train/labels/t1-20221112-2241_jpg.rf.e59b0c552323ecbcfe9de08ec96da4ce.txt
study2,train,t1,20221112,2341,2022-11-12 23:41:00,6,t1-20221112-2341_jpg.rf.e6bb87063629d5cd4c2969a17f2f0905,train/images/t1-20221112-2341_jpg.rf.e6bb87063629d5cd4c2969a17f2f0905.jpg,train/labels/t1-20221112-2341_jpg.rf.e6bb87063629d5cd4c2969a17f2f0905.txt
study2,train,t1,20221113,0111,2022-11-13 01:11:00,5,t1-20221113-0111_jpg.rf.e5a076cde7f88bd977ee3af2702fd7a9,train/images/t1-20221113-0111_jpg.rf.e5a076cde7f88bd977ee3af2702fd7a9.jpg,train/labels/t1-20221113-0111_jpg.rf.e5a076cde7f88bd977ee3af2702fd7a9.txt
study2,train,t1,20221113,0241,2022-11-13 02:41:00,4,t1-20221113-0241_jpg.rf.0b9992e4d5f30acc52c461add13037f8,train/images/t1-20221113-0241_jpg.rf.0b9992e4d5f30acc52c461add13037f8.jpg,train/labels/t1-20221113-0241_jpg.rf.0b9992e4d5f30acc52c461add13037f8.txt
study2,train,t1,20221113,0341,2022-11-13 03:41:00,4,t1-20221113-0341_jpg.rf.504260cd0385a7bae7139ba79fb64f64,train/images/t1-20221113-0341_jpg.rf.504260cd0385a7bae7139ba79fb64f64.jpg,train/labels/t1-20221113-0341_jpg.rf.504260cd0385a7bae7139ba79fb64f64.txt
study2,train,t1,20221113,0411,2022-11-13 04:11:00,5,t1-20221113-0411_jpg.rf.fcda7866e21f54721009673e7a371b7c,train/images/t1-20221113-0411_jpg.rf.fcda7866e21f54721009673e7a371b7c.jpg,train/labels/t1-20221113-0411_jpg.rf.fcda7866e21f54721009673e7a371b7c.txt
study2,train,t1,20221113,0511,2022-11-13 05:11:00,4,t1-20221113-0511_jpg.rf.9e3c7b3370839dc0b6b336fefed75c50,train/images/t1-20221113-0511_jpg.rf.9e3c7b3370839dc0b6b336fefed75c50.jpg,train/labels/t1-20221113-0511_jpg.rf.9e3c7b3370839dc0b6b336fefed75c50.txt
study2,train,t1,20221113,0611,2022-11-13 06:11:00,4,t1-20221113-0611_jpg.rf.d3a3bf955225296c14874f230fc7ee6b,train/images/t1-20221113-0611_jpg.rf.d3a3bf955225296c14874f230fc7ee6b.jpg,train/labels/t1-20221113-0611_jpg.rf.d3a3bf955225296c14874f230fc7ee6b.txt
study2,train,t1,20221113,0911,2022-11-13 09:11:00,4,t1-20221113-0911_jpg.rf.987736af0367ab3f807eb418b290d2f3,train/images/t1-20221113-0911_jpg.rf.987736af0367ab3f807eb418b290d2f3.jpg,train/labels/t1-20221113-0911_jpg.rf.987736af0367ab3f807eb418b290d2f3.txt
study2,train,t1,20221113,1111,2022-11-13 11:11:00,7,t1-20221113-1111_jpg.rf.cb61169a90dcf7d0b4cfaabf09f229a3,train/images/t1-20221113-1111_jpg.rf.cb61169a90dcf7d0b4cfaabf09f229a3.jpg,train/labels/t1-20221113-1111_jpg.rf.cb61169a90dcf7d0b4cfaabf09f229a3.txt
study2,train,t1,20221113,1311,2022-11-13 13:11:00,4,t1-20221113-1311_jpg.rf.a7b5339da111063a0728fb80dc5ef44a,train/images/t1-20221113-1311_jpg.rf.a7b5339da111063a0728fb80dc5ef44a.jpg,train/labels/t1-20221113-1311_jpg.rf.a7b5339da111063a0728fb80dc5ef44a.txt
study2,train,t1,20221113,1441,2022-11-13 14:41:00,4,t1-20221113-1441_jpg.rf.8db268f0c1e1d295c976119b4419bdf8,train/images/t1-20221113-1441_jpg.rf.8db268f0c1e1d295c976119b4419bdf8.jpg,train/labels/t1-20221113-1441_jpg.rf.8db268f0c1e1d295c976119b4419bdf8.txt
study2,train,t1,20221113,1541,2022-11-13 15:41:00,5,t1-20221113-1541_jpg.rf.b93ddd4a36bd82a21c4e511c0c6a21b2,train/images/t1-20221113-1541_jpg.rf.b93ddd4a36bd82a21c4e511c0c6a21b2.jpg,train/labels/t1-20221113-1541_jpg.rf.b93ddd4a36bd82a21c4e511c0c6a21b2.txt
study2,train,t1,20221113,1611,2022-11-13 16:11:00,5,t1-20221113-1611_jpg.rf.2260d4496d70906d386edc5973491e82,train/images/t1-20221113-1611_jpg.rf.2260d4496d70906d386edc5973491e82.jpg,train/labels/t1-20221113-1611_jpg.rf.2260d4496d70906d386edc5973491e82.txt
study2,train,t1,20221113,1741,2022-11-13 17:41:00,4,t1-20221113-1741_jpg.rf.fa330f4575edd43142210f2f00e496a1,train/images/t1-20221113-1741_jpg.rf.fa330f4575edd43142210f2f00e496a1.jpg,train/labels/t1-20221113-1741_jpg.rf.fa330f4575edd43142210f2f00e496a1.txt
study2,train,t1,20221113,2011,2022-11-13 20:11:00,4,t1-20221113-2011_jpg.rf.9cba4b92514680a840824442fbc2b67d,train/images/t1-20221113-2011_jpg.rf.9cba4b92514680a840824442fbc2b67d.jpg,train/labels/t1-20221113-2011_jpg.rf.9cba4b92514680a840824442fbc2b67d.txt
study2,train,t1,20221113,2111,2022-11-13 21:11:00,4,t1-20221113-2111_jpg.rf.842110ef47a7fd8313e6b51dfedcbd51,train/images/t1-20221113-2111_jpg.rf.842110ef47a7fd8313e6b51dfedcbd51.jpg,train/labels/t1-20221113-2111_jpg.rf.842110ef47a7fd8313e6b51dfedcbd51.txt
study2,train,t1,20221113,2311,2022-11-13 23:11:00,4,t1-20221113-2311_jpg.rf.d7133cf06e3aedc4e5e01cbf82df09f3,train/images/t1-20221113-2311_jpg.rf.d7133cf06e3aedc4e5e01cbf82df09f3.jpg,train/labels/t1-20221113-2311_jpg.rf.d7133cf06e3aedc4e5e01cbf82df09f3.txt
study2,train,t1,20221114,0041,2022-11-14 00:41:00,4,t1-20221114-0041_jpg.rf.6c056a9d5ed782cddb920e5b698bbd84,train/images/t1-20221114-0041_jpg.rf.6c056a9d5ed782cddb920e5b698bbd84.jpg,train/labels/t1-20221114-0041_jpg.rf.6c056a9d5ed782cddb920e5b698bbd84.txt
study2,train,t1,20221114,0141,2022-11-14 01:41:00,4,t1-20221114-0141_jpg.rf.1924ae90e6879ced6e26d661a9618b2e,train/images/t1-20221114-0141_jpg.rf.1924ae90e6879ced6e26d661a9618b2e.jpg,train/labels/t1-20221114-0141_jpg.rf.1924ae90e6879ced6e26d661a9618b2e.txt
study2,train,t1,20221114,0311,2022-11-14 03:11:00,4,t1-20221114-0311_jpg.rf.ac21eb85292ee7412a3f71f6a93dfdea,train/images/t1-20221114-0311_jpg.rf.ac21eb85292ee7412a3f71f6a93dfdea.jpg,train/labels/t1-20221114-0311_jpg.rf.ac21eb85292ee7412a3f71f6a93dfdea.txt
study2,train,t1,20221114,0341,2022-11-14 03:41:00,5,t1-20221114-0341_jpg.rf.5dd06e789ef6e961ee889b8c899c59d6,train/images/t1-20221114-0341_jpg.rf.5dd06e789ef6e961ee889b8c899c59d6.jpg,train/labels/t1-20221114-0341_jpg.rf.5dd06e789ef6e961ee889b8c899c59d6.txt
study2,train,t1,20221114,0411,2022-11-14 04:11:00,5,t1-20221114-0411_jpg.rf.57297b78d4255e307a3587f66832a293,train/images/t1-20221114-0411_jpg.rf.57297b78d4255e307a3587f66832a293.jpg,train/labels/t1-20221114-0411_jpg.rf.57297b78d4255e307a3587f66832a293.txt
study2,train,t1,20221114,0441,2022-11-14 04:41:00,5,t1-20221114-0441_jpg.rf.68a33ad877be473876974fe67a05213f,train/images/t1-20221114-0441_jpg.rf.68a33ad877be473876974fe67a05213f.jpg,train/labels/t1-20221114-0441_jpg.rf.68a33ad877be473876974fe67a05213f.txt
study2,train,t1,20221114,0511,2022-11-14 05:11:00,6,t1-20221114-0511_jpg.rf.0a0f15206dc47eb58db0c335f6dd22c9,train/images/t1-20221114-0511_jpg.rf.0a0f15206dc47eb58db0c335f6dd22c9.jpg,train/labels/t1-20221114-0511_jpg.rf.0a0f15206dc47eb58db0c335f6dd22c9.txt
study2,train,t1,20221114,0841,2022-11-14 08:41:00,5,t1-20221114-0841_jpg.rf.d602f2ac681932d36196f6cad9dca9d1,train/images/t1-20221114-0841_jpg.rf.d602f2ac681932d36196f6cad9dca9d1.jpg,train/labels/t1-20221114-0841_jpg.rf.d602f2ac681932d36196f6cad9dca9d1.txt
study2,train,t1,20221114,1041,2022-11-14 10:41:00,6,t1-20221114-1041_jpg.rf.aabb4b1cd81dbe6315e0b25f7210c7e2,train/images/t1-20221114-1041_jpg.rf.aabb4b1cd81dbe6315e0b25f7210c7e2.jpg,train/labels/t1-20221114-1041_jpg.rf.aabb4b1cd81dbe6315e0b25f7210c7e2.txt
study2,train,t1,20221114,1411,2022-11-14 14:11:00,4,t1-20221114-1411_jpg.rf.2e1a5537bb32796acc3955db87bf64c2,train/images/t1-20221114-1411_jpg.rf.2e1a5537bb32796acc3955db87bf64c2.jpg,train/labels/t1-20221114-1411_jpg.rf.2e1a5537bb32796acc3955db87bf64c2.txt
study2,train,t1,20221114,1441,2022-11-14 14:41:00,6,t1-20221114-1441_jpg.rf.3e6be5acd3cb63dbec07e923affdf357,train/images/t1-20221114-1441_jpg.rf.3e6be5acd3cb63dbec07e923affdf357.jpg,train/labels/t1-20221114-1441_jpg.rf.3e6be5acd3cb63dbec07e923affdf357.txt
study2,train,t1,20221114,1641,2022-11-14 16:41:00,4,t1-20221114-1641_jpg.rf.f5c9f31aecb0aba77e487145d2e05016,train/images/t1-20221114-1641_jpg.rf.f5c9f31aecb0aba77e487145d2e05016.jpg,train/labels/t1-20221114-1641_jpg.rf.f5c9f31aecb0aba77e487145d2e05016.txt
study2,train,t1,20221114,1711,2022-11-14 17:11:00,4,t1-20221114-1711_jpg.rf.04d330d8b5f605fc67f8508ec3fba369,train/images/t1-20221114-1711_jpg.rf.04d330d8b5f605fc67f8508ec3fba369.jpg,train/labels/t1-20221114-1711_jpg.rf.04d330d8b5f605fc67f8508ec3fba369.txt
study2,train,t1,20221114,1741,2022-11-14 17:41:00,4,t1-20221114-1741_jpg.rf.ddb395e54a6610abd1c8cdc9367940d8,train/images/t1-20221114-1741_jpg.rf.ddb395e54a6610abd1c8cdc9367940d8.jpg,train/labels/t1-20221114-1741_jpg.rf.ddb395e54a6610abd1c8cdc9367940d8.txt
study2,train,t1,20221114,1811,2022-11-14 18:11:00,4,t1-20221114-1811_jpg.rf.12bbf3251d846a9c8c7a311e8fa9076a,train/images/t1-20221114-1811_jpg.rf.12bbf3251d846a9c8c7a311e8fa9076a.jpg,train/labels/t1-20221114-1811_jpg.rf.12bbf3251d846a9c8c7a311e8fa9076a.txt
study2,train,t1,20221114,1841,2022-11-14 18:41:00,4,t1-20221114-1841_jpg.rf.d706434881cd0240d20f7803f08f324d,train/images/t1-20221114-1841_jpg.rf.d706434881cd0240d20f7803f08f324d.jpg,train/labels/t1-20221114-1841_jpg.rf.d706434881cd0240d20f7803f08f324d.txt
study2,train,t1,20221114,1911,2022-11-14 19:11:00,5,t1-20221114-1911_jpg.rf.c6102705e8d64c147d5a2f2d7a145049,train/images/t1-20221114-1911_jpg.rf.c6102705e8d64c147d5a2f2d7a145049.jpg,train/labels/t1-20221114-1911_jpg.rf.c6102705e8d64c147d5a2f2d7a145049.txt
study2,train,t1,20221114,2311,2022-11-14 23:11:00,6,t1-20221114-2311_jpg.rf.0b5aeefe8b621c359a6c7ea068096b49,train/images/t1-20221114-2311_jpg.rf.0b5aeefe8b621c359a6c7ea068096b49.jpg,train/labels/t1-20221114-2311_jpg.rf.0b5aeefe8b621c359a6c7ea068096b49.txt
