obs,pre,filename,study,split
8,11,t7-20221225-2136_jpg.rf.e381e7ac9e3716515830a0cef9ce9c87,s1,test_a02
9,14,t7-20221225-2206_jpg.rf.107dd186167a6b19694df02e701efadd,s1,test_a02
6,12,t7-20221225-2236_jpg.rf.69b213c9cdd8ac7ae7d45bd51f2a51e5,s1,test_a02
9,13,t7-20221225-2306_jpg.rf.8e652747626de72f95b5be82c5bef075,s1,test_a02
6,9,t7-20221225-2336_jpg.rf.6a739be3932d60ce0c919ab2ac15e060,s1,test_a02
8,14,t7-20221226-0006_jpg.rf.e091e2f5f305da2859747119b827b9f0,s1,test_a02
4,8,t7-20221226-0036_jpg.rf.9fe37656cf9f6f308eaa5124787b1ff1,s1,test_a02
7,11,t7-20221226-0106_jpg.rf.d7561fb6e3e001f884108455a4d3b89b,s1,test_a02
3,4,t7-20221226-0136_jpg.rf.75a064d0c5e896ef4358a4828c6df3ce,s1,test_a02
6,8,t7-20221226-0206_jpg.rf.37376a2d524cb05befa46472d94a31f6,s1,test_a02
6,8,t7-20221226-0236_jpg.rf.44dc2e1a1e51aed91b5d5a6cb41ee67a,s1,test_a02
8,10,t7-20221226-0306_jpg.rf.ffa3f0b6399d92fa5bbbf976f27b8a8c,s1,test_a02
4,5,t7-20221226-0336_jpg.rf.7f0ba26530255ffbad1ef5465752a46b,s1,test_a02
6,8,t7-20221226-0406_jpg.rf.a49149df78026b98a050a42d30c862a5,s1,test_a02
5,7,t7-20221226-0436_jpg.rf.3d5d626f894e607d4de5ffff53fcfe38,s1,test_a02
4,6,t7-20221226-0506_jpg.rf.36523e662ffc59d0fa8d4d0912440e78,s1,test_a02
6,7,t7-20221226-0536_jpg.rf.aabcf5df20c66e89045049a84f21e30d,s1,test_a02
4,9,t7-20221226-0606_jpg.rf.1c0e2cf4d2c59d28542768d24fe15d41,s1,test_a02
5,11,t7-20221226-0636_jpg.rf.58541bf9ae5f2192b208e9b604ad20b5,s1,test_a02
6,9,t7-20221226-0706_jpg.rf.47dc2665659b2a43fd586bbe30285426,s1,test_a02
3,7,t7-20221226-0736_jpg.rf.9c720b51a71ff506f0d48d23ba03d2f6,s1,test_a02
3,6,t7-20221226-0806_jpg.rf.9ebd9954fdd9c6645c18a4a50bb204f7,s1,test_a02
2,4,t7-20221226-0836_jpg.rf.df7adac06e172a86d1c7d6c5c58b09d2,s1,test_a02
1,1,t8-20221226-0959_jpg.rf.26fef761704ff728113200b1050cfb53,s1,test_a02
15,16,t8-20221226-1029_jpg.rf.8fd957961ffbec09facbefc48c5944cd,s1,test_a02
24,28,t8-20221226-1059_jpg.rf.f0a6ce4b747eee93f12c8a1658b35b01,s1,test_a02
28,28,t8-20221226-1129_jpg.rf.b51b383498263b1dcf281a7503158eb5,s1,test_a02
27,28,t8-20221226-1159_jpg.rf.1f3f6cbc953f9baad3b3495949210f04,s1,test_a02
26,30,t8-20221226-1229_jpg.rf.5f9d6728d0d787f4839b7766b4fa3989,s1,test_a02
14,14,t8-20221226-1259_jpg.rf.26f7c347895246011e3b57ac45034cf0,s1,test_a02
13,16,t8-20221226-1329_jpg.rf.9b19029513df3aa12f74c63cd9ad0491,s1,test_a02
14,15,t8-20221226-1359_jpg.rf.e6e21419cfbd75bb2a475771e56c46a2,s1,test_a02
7,8,t8-20221226-1429_jpg.rf.919bbe6dffda7fc1e195d7fc684aede3,s1,test_a02
11,12,t8-20221226-1459_jpg.rf.eb374d902a20061f75647bdb32d4b50b,s1,test_a02
6,7,t8-20221226-1529_jpg.rf.08f4442a888b4acfc2cd0623675d5202,s1,test_a02
8,10,t8-20221226-1559_jpg.rf.41e7241fd4cad43b505e0d69589dd654,s1,test_a02
9,10,t8-20221226-1629_jpg.rf.f932363d798fbdd22092caac80e93b02,s1,test_a02
5,8,t8-20221226-1659_jpg.rf.78e4e111a512d4ad784b657ca04f4dc3,s1,test_a02
9,11,t8-20221226-1729_jpg.rf.cde0c42190143f8a916cbf5a0f29e159,s1,test_a02
5,10,t8-20221226-1759_jpg.rf.f2caa9d65b7dd2c7d69b7bb27d249ad2,s1,test_a02
11,14,t8-20221226-1829_jpg.rf.9c174932d81f1e86c4b2cca43a9efbcd,s1,test_a02
12,14,t8-20221226-1859_jpg.rf.7996c4e780a59d3aed2d0734edb059d2,s1,test_a02
6,9,t8-20221226-1929_jpg.rf.fc722aefa4bf25bb23a97c89361f04a7,s1,test_a02
4,5,t8-20221226-1959_jpg.rf.5489ce7b5df7a38aa6728b406d81d64b,s1,test_a02
12,13,t8-20221226-2029_jpg.rf.717e60530bda5f7ced5fcd6dfe23f4bd,s1,test_a02
3,4,t8-20221226-2059_jpg.rf.5a5055ba2741acfa8b13f7f71fc0ce86,s1,test_a02
5,6,t8-20221226-2129_jpg.rf.c649ac412cb53a0f95de8750a3a49d53,s1,test_a02
5,6,t8-20221226-2159_jpg.rf.ca98fe95f79f91c108afb6353127b2b5,s1,test_a02
4,6,t8-20221226-2229_jpg.rf.bf3d2e58a3aa15558c1120d78227a200,s1,test_a02
5,6,t8-20221226-2259_jpg.rf.5a5b5a4c7bb6490bed1b9d59e0bcbe56,s1,test_a02
6,8,t8-20221226-2329_jpg.rf.906fb396ed1f3f69ec26bc031267f51d,s1,test_a02
0,2,t8-20221226-2359_jpg.rf.a7af776f70980bb81712475276af996e,s1,test_a02
5,6,t8-20221227-0029_jpg.rf.32bf1d5d5634981d4d0d7342099cb0e9,s1,test_a02
6,7,t8-20221227-0059_jpg.rf.e44fc70882399e2234a568467a102550,s1,test_a02
1,2,t8-20221227-0129_jpg.rf.e9a68231314bba0fe68e2d99c73542ef,s1,test_a02
3,4,t8-20221227-0159_jpg.rf.bc46be94df4a96e259315d0a4e908bf0,s1,test_a02
4,5,t8-20221227-0229_jpg.rf.a61587c65be606ccbbd04449b84ee2c6,s1,test_a02
6,7,t8-20221227-0259_jpg.rf.eac9123dc6257216e9c18bde2e9a9ae5,s1,test_a02
1,2,t8-20221227-0329_jpg.rf.959f0ecdb6590b77f50462e39078ba8e,s1,test_a02
2,2,t8-20221227-0359_jpg.rf.244d3f49530b1662de02bee7a9a692f7,s1,test_a02
2,2,t8-20221227-0429_jpg.rf.f66cea374368941270e3afdc505ca316,s1,test_a02
2,3,t8-20221227-0459_jpg.rf.c0c58fa46b0531573575d6d84ee09dc4,s1,test_a02
2,3,t8-20221227-0529_jpg.rf.7a34cfddfba96649de2b2edc64997bb7,s1,test_a02
3,3,t8-20221227-0559_jpg.rf.6e9d3e040a677061f0b3a3cc0c38dedb,s1,test_a02
2,2,t8-20221227-0629_jpg.rf.ab3d7be480680329ec26e728ce135934,s1,test_a02
2,3,t8-20221227-0659_jpg.rf.00162cae14a4a72ca77a8de8cc951bee,s1,test_a02
1,1,t8-20221227-0729_jpg.rf.f34abe9db04e0c4ee896124d0c26d12d,s1,test_a02
2,3,t8-20221227-0759_jpg.rf.12304f76c001380252fa98350d3037cb,s1,test_a02
1,1,t8-20221227-0829_jpg.rf.29f0faef6a3099c9ab98b0aa4406b527,s1,test_a02
6,7,t8-20221227-0859_jpg.rf.df5eec02e59a6bf6a44a9a363c99dcd8,s1,test_a02
3,4,t8-20221227-0929_jpg.rf.f8a4e19a8c8dc3ee0044521435447dec,s1,test_a02
2,3,t8-20221227-0959_jpg.rf.983abc6ef10c2291a213b8586e08621b,s1,test_a02
3,4,t8-20221227-1029_jpg.rf.6328779bf59e451b1180b88adeaeeaed,s1,test_a02
3,3,t8-20221227-1059_jpg.rf.0a3281d14495098c75d16a6a21759641,s1,test_a02
3,3,t8-20221227-1129_jpg.rf.7517ed85113aabf8df6977735251e790,s1,test_a02
2,2,t8-20221227-1159_jpg.rf.ef1c25d57c1f92810cd1a1a402a57df1,s1,test_a02
2,2,t8-20221227-1229_jpg.rf.a479856e6c0ba1278c0d0b407c0f9837,s1,test_a02
2,2,t8-20221227-1259_jpg.rf.cd260529ee97aacd6516b5e0820c4648,s1,test_a02
3,3,t8-20221227-1329_jpg.rf.36cffe009111342b9a19d964a2017d04,s1,test_a02
1,1,t8-20221227-1359_jpg.rf.5c322545b6c80d6946744a79a3eace3d,s1,test_a02
2,2,t8-20221227-1429_jpg.rf.df2237481a26933429c103a8cc17cd37,s1,test_a02
1,1,t8-20221227-1459_jpg.rf.77a0c28571b99ae499abd092aa7b0be1,s1,test_a02
2,2,t8-20221227-1629_jpg.rf.841dd265b2bf0907f2e80f44da80f611,s1,test_a02
2,2,t8-20221227-1659_jpg.rf.c8022824226141f55946accd9ddf8a72,s1,test_a02
3,3,t8-20221227-1729_jpg.rf.53d2d6dba820b8b360079dfedd583975,s1,test_a02
1,1,t8-20221227-1759_jpg.rf.4534e733fd8bc74926d1f49762dc9816,s1,test_a02
4,4,t8-20221227-1829_jpg.rf.8dc0775bb273fa51f4318df9dbc8e430,s1,test_a02
3,3,t8-20221227-1859_jpg.rf.c8efac6445b1a15978ca092ad3d4214a,s1,test_a02
4,4,t8-20221227-1929_jpg.rf.2f8ba01f18e2c5663d390954493a96f7,s1,test_a02
1,1,t8-20221227-1959_jpg.rf.f78164575f52eea9bb6a33cba8fbfd0c,s1,test_a02
2,2,t8-20221227-2029_jpg.rf.f2636254b15d7e35658f7717295fff80,s1,test_a02
3,3,t8-20221227-2059_jpg.rf.de8e7d90804257ff23839f121001f519,s1,test_a02
3,3,t8-20221227-2129_jpg.rf.ecaafd3b788a9e13ef99fd0e6c2c798e,s1,test_a02
1,1,t8-20221227-2159_jpg.rf.f4d405737a51559f1247a14dd2f86e75,s1,test_a02
2,3,t8-20221227-2229_jpg.rf.bab1cc03058e4d812d1e8fe6d3316366,s1,test_a02
1,1,t8-20221227-2259_jpg.rf.c920d9d9baddd3568a93af1409caf1da,s1,test_a02
1,1,t8-20221227-2329_jpg.rf.112704134e20751d8bd773b85d66b692,s1,test_a02
3,3,t8-20221227-2359_jpg.rf.50a34f012e2018a308c6ca63dcbc05e2,s1,test_a02
1,1,t8-20221228-0029_jpg.rf.91cf68d4060d685985d4d2f54d71bc71,s1,test_a02
4,4,t8-20221228-0059_jpg.rf.6e8d9fc844b134c6635f15a1865c1a2a,s1,test_a02
3,4,t8-20221228-0129_jpg.rf.2ffb45ce8167afde45c9c63d516af8a4,s1,test_a02
1,3,t8-20221228-0159_jpg.rf.f15d9998bb118496f98c7de864a10619,s1,test_a02
2,3,t8-20221228-0229_jpg.rf.d7b632218cac437db6e9b8221916006b,s1,test_a02
1,2,t8-20221228-0259_jpg.rf.5ea803c5f0361083be0c303fd703dd90,s1,test_a02
2,5,t8-20221228-0329_jpg.rf.883da0d4e904081485a8b2b35530d2e6,s1,test_a02
3,4,t8-20221228-0359_jpg.rf.8738f71b4f0f0f7173e18c59fe1005d6,s1,test_a02
4,5,t8-20221228-0429_jpg.rf.05f3019e0758583f981f98db3419070a,s1,test_a02
3,5,t8-20221228-0459_jpg.rf.81d800aed8956307450ecd838ce9d5c0,s1,test_a02
5,7,t8-20221228-0529_jpg.rf.2a6bc5f1887ee67278ffa48858314136,s1,test_a02
4,5,t8-20221228-0559_jpg.rf.8d46ac0f2ce01170f2e86aa4fa125397,s1,test_a02
6,6,t8-20221228-0629_jpg.rf.4f291c8c53f33ed26ae6dcef9b92dda3,s1,test_a02
5,5,t8-20221228-0659_jpg.rf.c75f1e9044d1931c2607d80e3fad32a4,s1,test_a02
2,1,t8-20221228-0729_jpg.rf.7454571dc23009c816ea776771196ede,s1,test_a02
4,3,t8-20221228-0759_jpg.rf.64491f597936120c03ae10c4ed765b76,s1,test_a02
2,2,t8-20221228-0829_jpg.rf.de3a3c36fb023e8adb5908c728dd1a5d,s1,test_a02
2,2,t8-20221228-0859_jpg.rf.bf3d2e00ddf48f7ad2aa4cc3cfcde141,s1,test_a02
0,2,t1-20221109-1325_jpg.rf.f86d1ffd2fd0fc6362f2729b86d3465d,s1,test_a03
39,51,t1-20221109-1326_jpg.rf.e0e0fa43700a441d4a130347989599e8,s1,test_a03
24,31,t1-20221109-1327_jpg.rf.e059147c9268eef732ed9a8f48487666,s1,test_a03
13,13,t1-20221109-1328_jpg.rf.e808c0e68b6ddf6e43f4c10c5ce55b45,s1,test_a03
10,10,t1-20221109-1334_jpg.rf.348af879697f3a2a76a18988e3e28a6e,s1,test_a03
6,7,t1-20221109-1348_jpg.rf.e459ae20832c32d112d2ea0ad02bf022,s1,test_a03
4,4,t1-20221109-1349_jpg.rf.9d354bb9d37809f8df20256262e43421,s1,test_a03
3,3,t1-20221109-1354_jpg.rf.0f66cb97940c087297e69bf089e696cd,s1,test_a03
4,5,t1-20221109-1356_jpg.rf.d929e74b9e9a553350efeb8cef78c694,s1,test_a03
5,6,t1-20221109-1357_jpg.rf.064b76ea2423d9bb64b8f1424fbd305c,s1,test_a03
4,4,t1-20221109-1358_jpg.rf.d48c0039010bbb445d97056c7fd65c64,s1,test_a03
6,6,t1-20221109-1359_jpg.rf.69a83a1303eba8f5a46cf2bf6be15759,s1,test_a03
4,4,t1-20221109-1400_jpg.rf.ac3da266d47b03d5318e8c581eb00a22,s1,test_a03
4,4,t2-20221109-1412_jpg.rf.8360cd09eab4e3bbfa86f4f951dfd81c,s1,test_a03
5,5,t2-20221109-1413_jpg.rf.cb80cf727b6062ee45a5c3a6fbfed674,s1,test_a03
1,1,t2-20221109-1414_jpg.rf.f9048b552b8c6fc0e294d3401dbfa396,s1,test_a03
1,1,t2-20221109-1415_jpg.rf.6c9eef03ed3620122a97b98b3a5ae527,s1,test_a03
4,4,t2-20221109-1416_jpg.rf.db8dd936f3d8e41f26eadb7343184194,s1,test_a03
6,6,t2-20221109-1417_jpg.rf.3f014a923375b2a9ed63cd07d7453bad,s1,test_a03
1,1,t2-20221109-1418_jpg.rf.6600c7bef99eb2a1ef4a77bbcf8216fa,s1,test_a03
4,4,t2-20221109-1419_jpg.rf.4ef21c0be0394d0910520df040133756,s1,test_a03
0,1,t3-20221116-1358_jpg.rf.3c428e80a05ed562c722468e349d23ac,s1,test_a03
5,5,t3-20221116-1359_jpg.rf.f5cd0913df0957f63cdd81c52af2fe6d,s1,test_a03
6,6,t3-20221116-1400_jpg.rf.5c74855e4ba33b4def1da2dea4ae612d,s1,test_a03
3,3,t3-20221116-1402_jpg.rf.a5c1c3e48e98fd9f1dd55a503a976440,s1,test_a03
6,6,t3-20221116-1403_jpg.rf.5053eac3f9cf93f3d3df65643fd61153,s1,test_a03
6,7,t3-20221116-1404_jpg.rf.1a1b84c30c5777560b6ebc2da27726f5,s1,test_a03
12,12,t3-20221116-1405_jpg.rf.48ad83b1185267229acaf7a724c40125,s1,test_a03
8,9,t3-20221116-1406_jpg.rf.7418fd05d1b90131e96d8078a3ec91f4,s1,test_a03
12,12,t3-20221116-1407_jpg.rf.20953da2b8c06d4162a8ef9d1bf97a18,s1,test_a03
12,12,t3-20221116-1408_jpg.rf.8f2e5fb1416d308ec21321258c89902a,s1,test_a03
5,5,t3-20221116-1409_jpg.rf.99ba5602903eda6478b341132a7336ec,s1,test_a03
8,9,t3-20221116-1410_jpg.rf.a991e13b3ce125882a1fc62a22f72634,s1,test_a03
10,10,t3-20221116-1411_jpg.rf.573fd64d0642cb694419be21a7b33c39,s1,test_a03
1,1,t3-20221116-1412_jpg.rf.11dcec88610e8cd1a3ef046493d878a4,s1,test_a03
5,6,t3-20221116-1413_jpg.rf.8becdb711bb602473dc96aa2e7bd54cb,s1,test_a03
3,3,t3-20221116-1414_jpg.rf.fbd1ae943e72134fe381734fd51ff304,s1,test_a03
8,7,t3-20221116-1415_jpg.rf.8ef1fcc431a30e13b1b12bb90a2f7d1a,s1,test_a03
9,9,t3-20221116-1416_jpg.rf.bde3d8e20f0c3b397fa75bd0ffad6cd7,s1,test_a03
3,3,t3-20221116-1417_jpg.rf.2728725041181d1260586dfbc02071bf,s1,test_a03
5,5,t3-20221116-1418_jpg.rf.cf7aa2f57904596c4b1b0a177a19bed7,s1,test_a03
12,12,t3-20221116-1419_jpg.rf.2d3f0f0d3039ee6b5c8e2c8192fdea10,s1,test_a03
13,15,t3-20221116-1420_jpg.rf.62c5601128c5193eb0d349ce700c4d55,s1,test_a03
2,2,t3-20221116-1421_jpg.rf.40044954ad941fe7a3d450027964e393,s1,test_a03
1,3,t4-20221117-1320_jpg.rf.324c2d439e7f14d20010e7e00e09156f,s1,test_a03
3,5,t4-20221117-1335_jpg.rf.439f39d73c70ff69ea975918387b0092,s1,test_a03
3,5,t4-20221117-1336_jpg.rf.d0a4dd5abef04838870302775debdf14,s1,test_a03
2,2,t4-20221117-1337_jpg.rf.1693e16b45f17f04bce499dbf39c0563,s1,test_a03
5,5,t4-20221117-1338_jpg.rf.39716e5a84f91977d8874f10a5578de5,s1,test_a03
2,4,t4-20221117-1339_jpg.rf.32828c202b384d1452b1673c3a58ffcf,s1,test_a03
3,4,t4-20221117-1340_jpg.rf.36ef0dcaa3c4d20a0275f08583c727fd,s1,test_a03
7,7,t4-20221117-1341_jpg.rf.44951180211e217938eb196859b99074,s1,test_a03
4,3,t4-20221117-1342_jpg.rf.4eb74ed705357775d516494d316e7cbc,s1,test_a03
3,4,t4-20221118-0711_jpg.rf.71739ea962996029be8954b3ec8dded5,s1,test_a03
4,4,t4-20221118-0712_jpg.rf.ecef1a7142a658a5036e241fc2c4185f,s1,test_a03
3,3,t4-20221118-0713_jpg.rf.62966c3ad6528497c15e37b15059ee2c,s1,test_a03
9,28,t1-20221103-1556_jpg.rf.c97ec0beb8b8a68d4b9f2d3ebb071d7b,s1,test_b01
83,132,t1-20221103-1626_jpg.rf.ea75a486b2b11c5c02b34075d090a597,s1,test_b01
57,98,t1-20221103-1656_jpg.rf.b18995d5bd59ba542b534c231eeeb8c1,s1,test_b01
39,67,t1-20221103-1726_jpg.rf.b70a3c0af38e652474cb6386e287213d,s1,test_b01
51,66,t1-20221103-1756_jpg.rf.5a77cb459c4e7d999a70f8df18308a3e,s1,test_b01
44,64,t1-20221103-1826_jpg.rf.96b1d9465fb0692e15a1458ce1672cf7,s1,test_b01
45,71,t1-20221103-1856_jpg.rf.93cfff0195b4c5cfb541da749ba113d3,s1,test_b01
38,62,t1-20221103-1926_jpg.rf.ca2884ed5fd1ee7f4caa7ff9f6cd10f3,s1,test_b01
37,67,t1-20221103-1956_jpg.rf.c7543d957103fa0a70c8f6f0d9b9f0c5,s1,test_b01
31,59,t1-20221103-2026_jpg.rf.1471fd97b0b082b1dd04f9f03083f097,s1,test_b01
46,81,t1-20221103-2056_jpg.rf.e2b8f36d6a5ff71c38befcaedd73c085,s1,test_b01
34,60,t1-20221103-2126_jpg.rf.fcf20d1263b5420de4fd757ef10c56ac,s1,test_b01
29,55,t1-20221103-2156_jpg.rf.344de4c8e0c41d189705be34fa616029,s1,test_b01
28,61,t1-20221103-2226_jpg.rf.571f29f420489ea7d7f9ddc5536b25ad,s1,test_b01
30,54,t1-20221103-2256_jpg.rf.ac9da048fa7e7819ccfb3ed83da6998d,s1,test_b01
31,59,t1-20221103-2326_jpg.rf.fa7e38b04596fc48b052046786da92a7,s1,test_b01
26,61,t1-20221103-2356_jpg.rf.c1721f5ce2e95de3cd170a549673cce3,s1,test_b01
24,49,t1-20221104-0026_jpg.rf.29f684f70e3a8db2e6118c77e1960fbc,s1,test_b01
23,44,t1-20221104-0056_jpg.rf.9c0ff787f0b815613d697815ecac8489,s1,test_b01
28,49,t1-20221104-0126_jpg.rf.f1d6ed891579388778f067551798c3f6,s1,test_b01
34,64,t1-20221104-0156_jpg.rf.cf51bd2b88bd4c5f663f2ec37080213d,s1,test_b01
30,63,t1-20221104-0226_jpg.rf.88c7888c80aed75d22049623787733a7,s1,test_b01
30,48,t1-20221104-0256_jpg.rf.3a6d8ca0412589a050892a59e5b01604,s1,test_b01
34,69,t1-20221104-0326_jpg.rf.2894e0111315c300b72bc0041f217b1e,s1,test_b01
38,62,t1-20221104-0356_jpg.rf.67a67f410fa34c79c32274a19a424ac3,s1,test_b01
27,46,t1-20221104-0426_jpg.rf.e4457251160ecf6cb6461c3dd4abb34a,s1,test_b01
37,68,t1-20221104-0456_jpg.rf.052ca03b20aa9bed0e3bddb57482a5e0,s1,test_b01
29,57,t1-20221104-0526_jpg.rf.a13899e20584358e318621b66259b4b0,s1,test_b01
30,61,t1-20221104-0556_jpg.rf.dcccdff799241bc2c07c4b9cbb792161,s1,test_b01
21,43,t1-20221104-0626_jpg.rf.c4fcf04419bbc7814ce5fded34c19be5,s1,test_b01
30,54,t1-20221104-0656_jpg.rf.bdc7ac35402eb1b062f6b4915e0d97cb,s1,test_b01
24,54,t1-20221104-0726_jpg.rf.ebd199ad22b8cb7076e9136124dbe994,s1,test_b01
26,51,t1-20221104-0756_jpg.rf.51ac9c30b2d6a127c7215521da45df32,s1,test_b01
23,42,t1-20221104-0826_jpg.rf.08e336d2163ad0428d4c3149df8aa9e0,s1,test_b01
19,42,t1-20221104-0856_jpg.rf.c91b9ceba4bd7f9fc4fcb52cbdad7a1f,s1,test_b01
23,45,t1-20221104-0926_jpg.rf.323cf34c13165ae6eb74c6d70c079615,s1,test_b01
23,50,t1-20221104-0956_jpg.rf.eda07fdbdc2eb8b8803460a92605f39f,s1,test_b01
19,47,t1-20221104-1026_jpg.rf.d1766114aba228088dec6482a2f11fb9,s1,test_b01
31,50,t1-20221104-1056_jpg.rf.1547fb15b9faf0b54acb4d4b64db1a44,s1,test_b01
21,43,t1-20221104-1126_jpg.rf.7103fc969b521adcb5380bcb588450a3,s1,test_b01
26,54,t1-20221104-1156_jpg.rf.95875277634941c7533d168a0209d276,s1,test_b01
30,54,t1-20221104-1226_jpg.rf.f7f9bb3a3d2b466382bf9ec6979ebd04,s1,test_b01
17,35,t1-20221104-1256_jpg.rf.31db510700512fe2a599176bd72f1019,s1,test_b01
22,42,t1-20221104-1326_jpg.rf.d54376355932e2be87a42694ce7b465e,s1,test_b01
24,47,t1-20221104-1356_jpg.rf.74912cb74aa9215dae2ba2d161a12fdc,s1,test_b01
21,33,t1-20221104-1426_jpg.rf.c4bd40cb720d3b713c7a945442ba469d,s1,test_b01
13,25,t1-20221104-1456_jpg.rf.3742e3470ec0155e99bad17db9ee0f6a,s1,test_b01
15,29,t1-20221104-1526_jpg.rf.df277ea9b5b53288beffa3c08f1ed396,s1,test_b01
19,30,t1-20221104-1556_jpg.rf.acd358b678302a2e23600b78fe430692,s1,test_b01
0,8,t2-20221104-1624_jpg.rf.43cba871cf5a73eef73ea885de375bbb,s1,test_b02
1,2,t2-20221104-1626_jpg.rf.c21a16df9d07d20f19a483a44ca9173a,s1,test_b02
4,8,t2-20221104-1633_jpg.rf.6df0cddff6e54ccca68e64afe624f19b,s1,test_b02
7,17,t2-20221104-1634_jpg.rf.4a2207ab49f1b04fe4d9ec967f0c8495,s1,test_b02
3,13,t2-20221104-1638_jpg.rf.59f9cab1a3ff88aed5989da2dba2e2c9,s1,test_b02
28,41,t2-20221104-1708_jpg.rf.48c4d6b88b3337c0aad3c38dd3e6ea45,s1,test_b02
20,32,t2-20221104-1738_jpg.rf.7f44fdcf1b0b53f1c372c7962c50855f,s1,test_b02
21,30,t2-20221104-1808_jpg.rf.b79713d86c28cd7e70eec1222dfb08ff,s1,test_b02
27,42,t2-20221104-1838_jpg.rf.ab21244fa0c52a05b201b1fb94eee152,s1,test_b02
16,23,t2-20221104-1908_jpg.rf.cfadeb435800065175e7797b248463b1,s1,test_b02
17,30,t2-20221104-1938_jpg.rf.82107c094bc50ce42787ed73bcdf0085,s1,test_b02
15,25,t2-20221104-2008_jpg.rf.9af30436db2e14556b4d8754bc420515,s1,test_b02
14,24,t2-20221104-2038_jpg.rf.0855b2a35a7544b87630c20134f1b64d,s1,test_b02
6,14,t2-20221104-2108_jpg.rf.8aaed7cc0e563d9b100f8474875f0c88,s1,test_b02
16,24,t2-20221104-2138_jpg.rf.bbf246b8fde51e9e2653fd42da4b475d,s1,test_b02
6,11,t2-20221104-2208_jpg.rf.0e5dae9fd7a1bb0d3e2b2eccead09ad3,s1,test_b02
4,9,t2-20221104-2238_jpg.rf.a69448a2bf84839e9e112a90083585c7,s1,test_b02
7,16,t2-20221104-2308_jpg.rf.4c84beba7fcd0f6d05dab6c0dc2f0f42,s1,test_b02
10,16,t2-20221104-2338_jpg.rf.090317c365cf62ed3108b1a1d0b0fdfd,s1,test_b02
9,14,t2-20221105-0008_jpg.rf.14a957941d418613e5f7c7f5ac9ef785,s1,test_b02
7,13,t2-20221105-0038_jpg.rf.e154d8aecd59e514ff5c22456bc26212,s1,test_b02
2,8,t2-20221105-0108_jpg.rf.904f78280332411b9f08e94da80d2606,s1,test_b02
2,9,t2-20221105-0138_jpg.rf.43d8c8e602cce262578e531b5d20649c,s1,test_b02
2,8,t2-20221105-0208_jpg.rf.16eef1045b6edd0aedbf53ab39dcc0da,s1,test_b02
4,11,t2-20221105-0238_jpg.rf.a47cb28d8b463377ebdb3a3ddb8396f9,s1,test_b02
9,16,t2-20221105-0308_jpg.rf.10c2fe1f2604b897549d03e26716ba98,s1,test_b02
3,12,t2-20221105-0338_jpg.rf.7dc27fc9c38a9505f31e95f56cbe711f,s1,test_b02
6,14,t2-20221105-0408_jpg.rf.7b1d78e5f6ec9e357175782edf3500e9,s1,test_b02
6,10,t2-20221105-0438_jpg.rf.202e05b75bf20953f0e1d1722dfb8f3e,s1,test_b02
6,12,t2-20221105-0508_jpg.rf.06981a4d1e7a3fba557e27fd1b2c92fe,s1,test_b02
3,8,t2-20221105-0538_jpg.rf.8bca30329c605b53d477531952a927ba,s1,test_b02
2,9,t2-20221105-0608_jpg.rf.9f50d2eab1654f63001c1b045839710a,s1,test_b02
2,11,t2-20221105-0638_jpg.rf.996f8d4808a96a20828e425d756d1522,s1,test_b02
4,8,t2-20221105-0708_jpg.rf.12fa487d3eba6093deff37f5ca913510,s1,test_b02
1,9,t2-20221105-0738_jpg.rf.2883ee8fa1c8d694044a10663d131e5e,s1,test_b02
2,9,t2-20221105-0808_jpg.rf.e310f34e8d71f118b9b9bf03121ea276,s1,test_b02
3,8,t2-20221105-0838_jpg.rf.ae354ad3b40f02b54c4200a86b5b7747,s1,test_b02
0,9,t2-20221105-0908_jpg.rf.7356ddf11bd7a7f0f77924de88f1ef90,s1,test_b02
0,7,t2-20221105-0938_jpg.rf.afc8a58ab2430de6acd2956d13ffa0e7,s1,test_b02
5,13,t2-20221105-1008_jpg.rf.127b783f19b6e2c9cba4f0c074ca7d5c,s1,test_b02
1,6,t2-20221105-1038_jpg.rf.a35fcbcbdae59bb2dfb59a6c8527635f,s1,test_b02
4,11,t2-20221105-1108_jpg.rf.8253a48c3631e58ff161cb78a0a26511,s1,test_b02
2,9,t2-20221105-1138_jpg.rf.aa043cde7c911c2eb69fcd441f190c54,s1,test_b02
1,8,t2-20221105-1208_jpg.rf.43fa4a7231dcae5a9bb5214579f084f2,s1,test_b02
3,9,t2-20221105-1238_jpg.rf.9ddc322e4f7ce93586f29fb8a7083425,s1,test_b02
4,8,t2-20221105-1308_jpg.rf.2c28ba3a63a0c32ff1f632b3db3ccfad,s1,test_b02
4,13,t2-20221105-1338_jpg.rf.550d108d79484c4b1bfa7f134d4de5a6,s1,test_b02
3,11,t2-20221105-1408_jpg.rf.679fd64e60cf6b4418693bde594fd773,s1,test_b02
4,9,t2-20221105-1438_jpg.rf.b3c99a54f31d041b2f782cd2fbdd3286,s1,test_b02
5,11,t2-20221105-1508_jpg.rf.9c3ff87647801fc374efa463f509c53e,s1,test_b02
4,12,t2-20221105-1538_jpg.rf.b4df5b39d6191c2d67b000a1f2b35193,s1,test_b02
3,10,t2-20221105-1608_jpg.rf.0a3de648d624ac85f5217967e6ca41e3,s1,test_b02
3,8,t2-20221105-1638_jpg.rf.050c480430e1d8d5d8b21552d7ffd25c,s1,test_b02
